192.116.142.153	8080
94.177.248.160	80
217.119.82.14	8080
159.192.204.205	42421
114.42.123.57	53281
62.32.75.82	8080
95.79.112.7	8080
77.73.67.74	3128
212.83.164.85	80
92.222.93.65	9999
163.172.217.103	3128
89.236.17.106	3128
46.146.220.74	8080
147.135.210.114	54566
195.190.124.202	8080
180.251.170.8	8088
78.31.78.251	8080
194.126.37.93	8080
197.251.209.19	8080
218.50.2.102	8080
